numeric__fixed acidity,numeric__volatile acidity,numeric__citric acid,numeric__residual sugar,numeric__chlorides,numeric__free sulfur dioxide,numeric__total sulfur dioxide,numeric__density,numeric__pH,numeric__sulphates,numeric__alcohol,categorical__type_red,categorical__type_white
1.3482751,-0.33765057,0.54716146,-0.42340732,1.0024183,-1.4494481,-0.6880237,-0.33187827,-1.3628619,-1.2138312,0.2545311,0.024496181,1.0
-0.099792615,-0.5578604,-0.18215215,-0.318648,-0.041427717,-1.1783551,-0.9302106,-1.1904789,-1.135149,-1.234253,0.8846595,0.0,1.0
-0.66768193,-0.64887196,-1.374126,0.65593916,-0.14142537,0.17006806,1.3617511,0.88806605,0.9178704,-0.8610711,-1.7593788,0.0,1.0
-0.3563916,0.034291163,-0.6926761,-0.78359574,-0.5862128,-0.1849202,1.7444195,0.10126433,0.92969257,-0.05406836,-1.0236611,0.0,1.0
0.7660905,-0.52223396,-1.0227175,-0.97236925,0.11488395,-0.41194442,-1.4494992,-0.012905362,-0.8484737,-0.08668695,-0.93662995,0.46489033,0.3722983
-0.55290836,1.0021864,1.9998982,2.1267874,-0.659943,1.1498855,2.1055112,1.548616,-1.1021035,0.207365,-1.174064,0.0,1.0
0.6884397,-0.21363783,0.6555114,-0.055664603,-0.90949404,-0.8378111,-0.9079455,-0.7213314,-1.2492719,-1.0199968,1.1307292,0.0,0.87127674
0.34775373,0.99114066,1.4467204,2.1267874,-0.12941664,2.9637432,1.7639992,1.3504852,-1.536802,-0.6105175,-0.52349,0.0,1.0
0.42346978,-0.54147404,0.2040964,-0.97236925,-0.16337651,-0.8963347,-0.38538277,-1.3428026,0.34397513,-1.6747506,0.608102,0.0,1.0
-1.0402125,0.17733778,-1.023,-0.73869896,-0.106035165,-0.37460825,0.57042843,-0.07852942,2.1782947,0.30706632,-0.3008712,0.1142231,0.82071584
-0.24701144,0.5572112,-0.6103473,-0.848136,-0.64175403,-0.9340088,0.0013430081,-0.64585507,0.16503848,-0.06598975,0.26254404,0.2605057,1.0
-1.367513,-0.13231492,-1.0129044,-0.97236925,-0.3388025,-1.1229459,-1.046167,-1.5922731,0.31620362,-1.6747506,0.9090881,0.0,1.0
-0.5163194,-0.08490254,-0.2676657,-0.8050306,0.4139464,-0.89187384,0.42185366,-0.67695355,2.1034906,-0.30865097,0.4952882,0.1862955,0.9418388
0.44619304,3.1275828,-1.6176122,-0.6164418,0.8840055,-0.96324825,-1.8718446,0.71732557,0.79547226,-0.3844352,-1.1661485,1.0,0.0
0.2939349,0.6522301,-0.7562834,0.97342396,-0.53685486,-0.4510704,0.48447198,0.42028943,-0.863803,-0.46032134,-0.5160977,0.0,0.98874676
0.5508785,0.32429773,-0.71666354,2.0495493,0.3956802,-0.3804191,0.70714104,1.6763058,-0.722381,-0.4559772,-0.94911224,0.0,0.65499264
-0.30421036,-0.2829531,-0.84301895,-0.34956884,-0.14416066,-0.8162705,-0.7992343,-0.19405825,-0.6169268,0.07018055,0.1341699,0.0,0.45039847
-0.27464145,0.2463112,0.28271696,0.0240153,-0.19523415,-1.5386337,-0.6157989,-0.94945556,-1.4027584,-1.0388802,0.77854586,0.0,0.73092246
2.1632376,2.5865948,0.07436194,-0.97236925,2.2404964,-0.64851326,-1.8718446,1.7319827,1.2128994,1.4099001,-1.4588723,1.0,0.0
0.225043,2.1130846,-0.31187803,-0.4240164,-0.93371063,-0.49876776,0.12357165,-0.4034169,-0.51387256,0.041005775,0.57856804,0.18368076,0.8978746
0.09011111,0.13804127,-0.20506945,-0.45282274,-0.1964885,-1.023106,-0.9229436,-0.7356329,-0.46623757,-0.28522858,0.16451743,0.18762422,0.7094393
1.2037954,0.06711632,-0.31373265,-0.44612202,0.18331414,-0.64841735,-0.6759732,-0.31088704,-1.3375213,-0.27618834,0.49514723,0.0,0.8540144
0.2281097,0.60390043,-1.5497346,-0.052009366,-0.14259693,-0.94242036,-0.1865485,-0.14054611,-1.2532086,-1.2338891,-0.6159467,0.0,0.91530013
-0.48152706,2.4261172,-1.4482952,-0.5215471,-0.7825324,-1.0654347,-1.5202551,-0.6491694,0.5100982,-0.7932717,0.68501014,0.3371688,0.77690035
0.473018,-0.14991952,-0.06879088,0.26601526,0.030983156,-1.4088999,1.6807543,0.8220852,0.88834155,-0.1198942,-1.321668,0.0,1.0
-0.91826826,1.4094539,-2.1915398,-0.6661927,0.6282281,-0.80680424,-1.6772635,-0.020373182,0.41839093,-0.676542,-0.9802649,0.4033054,0.6623423
2.5659614,-0.7697247,1.0055073,-0.54883736,0.623306,-1.29691,-1.2830541,0.96098125,-0.5755696,0.33364823,-1.4850018,0.68867683,0.16102493
-0.05609936,-0.29161713,0.01577023,0.0058531957,0.9663145,-0.45422027,-1.0655124,0.05997433,-0.40605688,1.8348786,-0.58737844,0.45507228,0.40126905
0.530357,-1.0442101,0.6441062,-0.6350244,-0.5903211,-1.5386337,-1.1000803,-1.5922731,-1.8861381,-1.6747506,1.8658206,0.0,1.0
-1.0611787,-0.8091926,0.7520312,-0.97236925,-0.93371063,2.7381878,1.5502938,-0.7059734,2.7518206,0.4815342,0.5437681,0.31025195,0.5674165
-1.1142837,2.8616042,-1.4479336,-0.50345916,-0.47721845,3.3454688,2.317571,0.091102146,2.6985805,1.6676666,0.21002403,0.0,1.0
-0.6409638,-0.2531924,-1.1714197,0.482422,0.21641472,0.020064421,0.55152875,0.6756641,0.31248665,-0.0037812646,-1.1193967,0.13841036,0.8516341
-1.8776025,1.8631935,-2.1915398,-0.97236925,0.8374885,-1.2055082,-1.5860379,-0.705465,2.7518206,-0.39211318,1.1103063,0.47280145,0.40509725
0.3779161,0.18499105,2.100025,2.1267874,-0.4875773,1.074532,1.4894572,1.3657867,-1.4996024,0.08810708,-0.07996566,0.0,1.0
1.542984,0.14055623,-0.26266184,-0.97236925,0.03858712,-0.7087292,-1.2283928,0.15599996,-1.0244099,-1.1456478,-1.6565342,0.23346904,0.9886662
0.94672847,-0.17106304,0.4353772,1.7938155,-0.11187162,2.8681397,2.174012,1.5140787,0.8726351,1.2317456,0.56982756,0.0,1.0
0.7512967,1.331905,0.40945613,-0.85100013,1.9031794,-1.0791824,-1.8718446,1.0194885,1.2792478,0.6521326,-0.49261972,1.0,0.0
0.063565046,-0.022372127,-0.8537646,-0.507877,-0.42271698,-0.8075805,-0.99720263,-0.7923728,-1.0632977,-1.5056345,0.29035547,0.0,0.9895685
0.30525953,0.8039361,0.7386307,0.8907348,-0.79203415,0.34734413,0.006956255,0.091104366,-1.3898854,-1.2621173,-0.05543159,0.0,0.9600852
0.5493218,0.4471413,-1.9856205,-0.9574194,-0.12575948,-0.65966463,-0.57719314,-0.771967,-0.98056483,-1.4362406,-0.032847352,0.0,1.0
0.56998575,-0.16042943,1.2352439,1.6744772,-0.6267845,-0.84138453,0.21847346,0.8528042,-1.478763,-0.14733213,-0.0027510952,0.0,0.9997329
0.4062803,-0.36130694,-0.25523862,-0.3568199,-0.5612327,-1.5386337,-0.6272744,-0.86072284,-1.7581841,-1.1778941,0.25699094,0.0,1.0
-0.5532121,1.0664452,-0.057704158,-0.16905966,-0.93371063,-1.4007894,-0.12334467,-0.80579823,1.0806595,-0.7667837,1.7062299,0.0,1.0
-0.07782444,-0.7276094,-1.7055414,2.1267874,-0.49479645,2.0140164,2.317571,1.7367737,-0.5344553,-0.0903493,-1.7593788,0.0,1.0
0.72925746,0.92168164,-0.25677133,-0.56286734,0.72458065,-0.96354693,-1.1464225,0.2842765,-0.016677711,-0.035999887,-0.78866005,0.6704304,0.0027692653
-0.35774994,4.7222033,-2.1915398,-0.5402909,1.0755333,-1.5386337,-1.8718446,0.5383179,1.84099,-0.76877177,0.0013256613,1.0,0.0
-0.01772733,-0.20005488,-0.49722117,-0.59132016,-0.027168652,-0.94025874,-0.6780931,-0.37880808,-0.81271785,-0.58384156,-0.05757845,0.0,0.80200994
0.64957166,-0.39230603,-0.5064562,-0.43838826,0.4457546,-1.1368356,-0.108280264,-0.1624601,-1.1752223,-1.0073093,-0.7912164,0.0,1.0
0.3541025,1.0265179,-2.1915398,0.084753856,0.28242716,-0.07292739,-0.24159126,-0.21444313,0.0010598679,-0.92132956,-0.32728672,0.15651919,0.8296362
1.0217139,0.046976663,1.0321945,-0.3890363,0.20504239,-0.6731649,0.51142406,-0.07821448,-0.77330893,0.74186695,-0.6315869,0.0,1.0
-0.9696437,4.0172076,-2.1915398,-0.7037355,0.88811755,-1.1197169,-1.8718446,0.53491735,1.8968279,0.02731494,-1.1621633,1.0,0.0
1.3530902,4.7222033,-1.0228965,-0.97236925,4.680527,-1.5386337,-1.6957974,1.7367737,1.4827703,0.8770603,-0.7247346,1.0,0.0
1.317265,2.8501132,-1.0950046,-0.77600336,1.2822204,-0.90479463,-1.8411329,0.93152255,0.7832414,-0.43920562,-0.8830398,1.0,0.0
0.50705415,-0.58123916,0.70733154,-0.57617867,-0.5723849,-1.5386337,-0.74178934,-1.5121373,-1.1032379,-1.3945104,1.0593556,0.0987595,1.0
1.5443451,-0.7437151,0.88468385,-0.2768859,-0.72344744,-0.3066221,-0.51956993,-0.626792,-0.375881,-1.5774035,0.7069163,0.0024900492,0.96156406
-0.4540431,0.62999076,-0.9191474,-0.8549312,-0.08753278,0.70914006,0.18467347,-0.3543769,-0.34967554,-0.5885737,-0.72129864,0.0,0.7127588
-1.17561,0.86127394,-0.3484845,0.80641603,0.9957184,1.2174107,1.8429677,0.27179477,-0.9107783,0.24702904,-0.87768084,0.0,1.0
0.6888069,0.4759727,-0.22064573,-0.4715559,-0.49589932,1.0044993,0.4678067,-0.38813013,-0.8950039,0.04365909,-0.60282344,0.0,1.0
1.1087389,0.78648335,0.8153683,-0.97236925,3.645248,-0.6828797,-0.644772,1.0293295,0.46697053,1.694731,-1.2456154,1.0,0.0
-0.3271681,0.47262925,-0.17233625,-0.62618124,-0.5467971,0.12242993,0.95857817,-0.71850795,0.39002752,-0.021381143,0.22273335,0.0,0.6081826
-0.12399936,-0.8913819,-0.31271684,-0.80816394,-0.34605542,-1.5280735,-0.7375729,-1.5922731,-1.4463269,-1.6747506,1.2091677,0.0,1.0
-0.18137462,0.16389698,1.2015074,0.9929015,-0.6144824,-0.34276927,-0.23989637,-0.39551103,-1.6749731,-0.7267985,0.5318244,0.0,0.8886435
0.9594298,-0.7964094,-0.6165619,-0.37354204,1.601476,-0.065582104,-1.4563571,0.824933,0.10397228,0.81499994,-0.7315625,0.8368408,0.0
0.16703679,-0.5004925,-0.13832828,-0.9497913,-0.56113166,-1.0801134,0.16172157,-0.9421019,1.402448,-1.6747506,0.46686232,0.0,1.0
-1.2915853,-0.44018516,2.167105,2.1267874,-0.4898414,5.277437,2.317571,1.7367737,0.110926144,0.7648844,-1.7593788,0.0,1.0
0.88451713,-0.8769647,-0.37987816,1.0011744,0.034385704,-0.8673701,-0.8372152,0.37486303,-2.1102293,-1.3327619,-0.24129717,0.0,1.0
-0.64446443,-0.5853502,-0.13566616,-0.42035952,-0.66997653,-0.004407406,0.8112603,0.21963345,1.223525,-0.15557633,-1.1139714,0.16329317,0.95816386
0.29296103,-0.5156642,-0.017889231,-0.22086298,-0.25143477,-0.85227776,-0.2949648,-0.6294937,-0.4648534,-1.1781296,0.19177073,0.0,0.81913626
-0.79287714,-0.24015522,-0.8928368,0.112927414,0.1297394,0.0071266145,0.4750389,0.03931706,0.3303854,-0.95507735,-1.7593788,0.0,1.0
-0.09072031,-0.7645813,-0.4661864,0.11853742,-0.15808627,-0.715905,-0.12721273,-0.18697682,-0.6044721,-0.39698938,-0.325423,0.0,0.7719741
0.6364654,1.0734214,-0.7464549,1.829686,-0.93371063,0.4922997,0.8223797,1.0932628,-1.2159972,-0.28038457,-0.124035254,0.21843691,0.88183016
1.8867545,1.0944824,0.20338175,-0.38111967,1.9148421,-0.80538577,-1.8718446,1.5287803,0.49485233,0.13181077,-1.7073529,1.0,0.0
0.09188098,-0.15160938,-1.5627278,2.0053391,0.40284765,-0.9342113,1.3401709,1.5588917,-0.8497246,-0.55760515,-1.7593788,0.03221824,1.0
-0.51046246,2.6001914,-1.8926836,-0.51733696,0.57085055,-1.1365582,-0.9179383,-0.25566432,1.2161651,0.03295145,0.45202067,0.2913419,0.26943198
-1.2517607,0.9434387,-1.068723,-0.911472,-0.93371063,-0.8031751,-0.9643537,-1.5922731,-0.24168444,-0.4221742,0.78297216,0.101279095,1.0
0.22549994,0.20406015,-0.9188988,-0.4291775,0.5876294,-0.9739454,-0.5178071,-0.4963163,-0.5956399,-1.0556439,0.43600187,0.30366173,0.6563515
0.5374388,-0.7975707,0.8707363,-0.7950336,-0.040932786,-0.6419846,0.69761664,-0.112686545,0.2692429,-0.32238254,-0.050448563,0.0,0.88145196
-1.0866612,-0.7189924,-0.43361604,1.4496785,-0.93371063,1.4485792,2.269304,1.1678779,1.3001308,0.38686666,-1.4005034,0.15370756,1.0
-0.8839101,-0.35432374,-0.7850129,-0.3922735,-0.45402303,-1.3900498,0.9854294,0.41135484,2.3677158,0.14039743,-0.6979939,0.0,1.0
-1.1337818,1.3945737,-1.4391134,-0.30138454,-0.840311,-1.0078753,-1.2885115,-1.383862,-0.5981122,-0.25380582,1.1700763,0.0,0.9595337
1.0889244,-0.6674145,-0.22996429,0.29488093,-0.43847987,-1.0028771,-0.25369173,0.4167099,-1.1273206,-0.13665381,-0.6936569,0.16267659,0.722125
-0.510307,-0.070584156,-0.22383961,-0.56455004,-0.43649378,-1.5386337,-0.78538525,-1.0764813,-0.93883634,-0.4664018,0.8170075,0.06979582,0.7919408
-1.6910776,0.1982958,-1.0613058,-0.97236925,-0.93371063,-0.3819225,0.057492837,-1.2700632,2.7518206,-0.6914901,1.8658206,0.17140058,1.0
0.29562747,-0.18763755,1.150457,0.94124186,-0.89387804,0.31304765,0.8118083,0.38608986,-0.28415218,0.3337493,0.15031132,0.0,0.9965191
1.0781195,-0.29059,0.6560323,-0.8473759,-0.79563934,-0.99249154,-0.77559793,-0.082532585,-1.3274902,-0.0064541716,-0.042524524,0.02358616,0.95554066
-1.3261334,1.0695931,-1.1737819,-0.33806995,-0.12699234,-0.85515606,-1.4538835,-0.84138876,0.35452214,-1.3214365,-0.09060875,0.13826077,0.5389737
0.24611033,-0.4618878,0.056461595,-0.5333709,-0.747867,-1.0295161,-0.94603324,-0.9080233,-0.9265976,-0.50790167,0.4268854,0.03061433,0.8097914
-0.10405707,1.9846556,-1.5690626,-0.8647871,-0.35927624,-1.0765564,-1.2493349,-0.11518045,1.1292399,-1.4712447,-0.33214644,0.53942734,0.56262404
-1.1367341,0.41779408,0.040476188,1.3909596,0.4000675,-0.8269739,1.6083666,0.6147297,-0.740216,0.26070717,-0.948041,0.0,1.0
-0.32675743,-0.6646043,0.10298579,-0.97236925,-0.22631791,-0.9556733,0.57529795,-0.18472658,1.260915,-0.46028063,-0.19107674,0.040994883,1.0
-0.42266113,2.6603048,-2.1915398,-0.072956845,2.1158962,-1.1050645,-0.80201286,0.7336184,1.250274,0.47005495,-0.8313616,0.7232653,0.43878928
0.28118956,0.20475505,-0.039166108,-0.6248265,-0.79751,-0.9848988,-0.44684708,-0.8963284,-1.123168,-0.681396,0.32010946,0.0,0.91619176
2.0672064,-0.22758026,0.95257723,-0.39673793,0.43682736,-0.9594329,-1.1120735,0.09796827,-1.0989016,0.46744785,0.050283924,0.0,0.8082131
0.28643784,2.8477275,-1.1007147,-0.6290361,0.18511671,-1.3510001,-0.77178556,0.7744216,1.0266013,-0.32873717,-0.6068329,0.81955063,0.30359933
1.1045288,4.7222033,-2.031201,-0.97236925,1.2306104,-1.3365412,-1.8718446,1.7367737,2.0362446,-0.3274064,-1.4943618,1.0,0.0
-0.10900292,-0.5574638,-0.34576005,-0.7471408,-0.16913995,-1.298036,0.16317704,-0.6142868,-0.054066386,-0.60180295,-0.20532544,0.0,1.0
0.105137974,0.7293036,-0.24828643,0.86890316,-0.5602787,0.11810549,0.15209675,0.7313655,-0.019535266,-0.58884096,-0.76415217,0.0,0.9257704
1.3304693,0.0752275,-0.39378923,0.94450873,-0.93371063,-0.47753555,-0.36110324,0.49043438,-1.5395685,-1.2911172,-0.19647788,0.03375513,1.0
0.49300236,-0.68252575,-0.678105,-0.59806204,-0.18259025,-1.1163969,-0.65131134,-0.62460357,-0.7568355,-1.4502459,-0.1761945,0.0,1.0
0.5991143,-0.3266512,0.3643898,-0.5277633,-0.16299143,-0.12229025,-1.463759,0.33369306,-0.6029272,0.56251895,-0.65737695,0.3065709,0.37864205
0.25098592,-0.091981895,-0.1982719,-0.18815154,-0.29343686,-0.9577175,-0.64642465,-0.13592544,-0.16985458,-0.064037256,-0.0027979556,0.0,0.6645159
0.3959577,-0.3546249,-0.19514436,-0.60931325,-0.3363014,-0.84284973,-0.71818215,-0.54098034,-1.6748759,-1.0526016,-0.0392405,0.0,0.8099521
0.26243415,-0.5133222,0.10817488,-0.79682606,-0.87545717,-1.5386337,-1.2225667,-1.5922731,-2.183889,-1.5495893,1.6806195,0.0,1.0
0.61647403,0.99915963,0.064381965,-0.20883489,1.3191919,-0.3372476,0.33211356,0.41771987,-0.27238,0.13923413,-0.4404316,0.0833749,0.45389685
-0.56239617,1.0875351,-0.80604243,-0.56820554,0.4640422,-0.64170915,-0.695126,0.49056724,1.5342796,-0.043633018,-0.9149237,0.42689356,0.33171076
-0.117021844,-0.257585,-0.38690415,-0.7645759,-0.50942165,-0.8413095,-0.3293352,-0.4679932,-0.6912904,-0.13206437,-0.57075155,0.0,0.74463564
-0.7101425,0.042856455,0.2973003,-0.44104028,0.67343116,-0.9198196,-0.60475206,-0.21311036,0.7612362,0.7124128,0.31033483,0.40794024,0.23393303
-0.40725923,2.617222,-2.1915398,-0.13612473,0.21563584,0.6400755,0.70094764,-0.172508,0.5488532,0.00063880906,-0.17420447,0.0,1.0
0.6489521,-0.8714876,-0.13359812,-0.3646921,-0.90159434,1.4354253,0.7662295,0.23208381,0.9070115,-0.84190804,-0.11058741,0.07108696,0.9972881
0.25343165,4.432999,-1.2869779,-0.97236925,1.2796348,-0.683649,-0.08373861,0.13149676,1.3082355,1.2266371,0.19518968,0.7475667,0.30498567
0.7420767,0.12423467,1.838529,0.74250567,-0.6939614,-0.17644465,1.4267899,0.64819366,-0.24208692,0.23820955,0.091994554,0.0,1.0
-0.782413,-0.08506694,-0.8050861,1.888381,0.3331769,0.9951496,1.4397997,0.965217,-1.1646978,-0.69351965,-1.5396799,0.281282,1.0
0.37112266,-0.26440486,-0.35014623,-0.42614672,-0.4255055,-1.222584,0.32532585,-0.16616227,-0.48947558,-0.65247476,-0.7215823,0.0017341692,0.95746005
0.3130801,0.059590757,-0.12193838,-0.7678784,-0.29907998,-0.74790394,-1.3380876,-0.13551055,-0.1413642,-1.0467097,-0.7025114,0.5123041,0.7041443
0.42446056,2.0127869,-1.4371582,-0.85136795,0.029106388,-0.94914174,-0.79903156,0.27288252,0.51723325,-0.90638053,-1.1292439,0.19898717,0.76397115
-1.0910778,-0.17806125,-0.64957815,-0.43295953,0.3637914,-1.2442665,0.7699213,-0.32110667,0.58054423,0.28217515,-0.016942186,0.0,1.0
-0.7726264,-1.0442101,0.8941867,-0.27212265,-0.046592817,-1.5386337,-0.75206465,-1.5922731,-0.90833026,-0.76810616,1.8658206,0.0,1.0
0.61758363,-0.6707595,0.0992736,-0.73199046,-0.41466698,-1.3491797,-1.1757457,-1.5922731,-1.5509671,-1.6747506,1.3234605,0.018018713,0.9727712
0.46180913,0.034677833,0.5402657,-0.7737932,-0.5424298,-1.3476533,0.48973173,-0.30626202,0.31639135,-0.6904488,-0.3476091,0.0,1.0
1.1523111,0.3454982,1.1605198,-0.40155897,-0.05176054,-0.9241639,-0.8951326,-0.5802353,-0.4664353,-0.7866449,0.81990904,0.15732867,0.6796257
0.14622025,1.5821224,-0.027808135,-0.6869903,0.34719205,-0.75611746,-0.9107641,0.76783544,1.0492069,0.4099039,-0.57094395,0.89102995,0.17080814
0.7880011,0.19203734,0.8925222,-0.8654474,0.99171394,-0.5342245,-1.328865,0.54015356,0.34056902,1.3771987,-0.34548008,1.0,0.03126842
1.8065313,0.674719,-0.003701618,-0.97236925,2.2676897,-0.83177596,-1.8718446,1.309764,0.3284469,0.6741025,-1.4587638,1.0,0.0
0.7505097,-0.3058169,0.89481366,-0.47237423,-0.62863153,-1.4524004,-1.1639132,-1.5601655,-1.4149846,-1.6747506,1.7359027,0.0051882863,1.0
1.7325562,0.14498974,1.7513628,-0.32671303,-0.5282323,-1.2622027,0.10670822,0.47042218,-1.4134154,0.47927538,-0.63319093,0.0630729,1.0
2.3547382,0.30554193,1.3694359,1.796557,-0.3018666,2.0457919,1.299964,1.6123691,-1.0284477,-0.3756047,0.10224417,0.0,1.0
-0.4856678,2.2607298,-1.2456344,-0.41219285,-0.88338655,0.03343773,0.3320821,-0.5170103,-0.035933558,-0.4760567,0.07373659,0.0160319,0.73636466
2.9365802,0.573417,1.3094162,-0.97236925,-0.277968,-0.691336,-1.5846663,0.8961466,-0.37947232,0.26553506,-1.5386392,0.74968797,0.2018804
1.0294539,-0.08445488,1.9041005,0.27663466,-0.61927134,-1.5386337,-1.6516577,-1.5922731,-2.183889,-1.0442762,1.8658206,0.09925731,1.0
0.44276792,1.7964967,0.7993334,-0.6457862,0.9156135,-1.0160913,-0.8273123,0.13056067,1.4764379,0.75769347,0.91592044,0.87385017,0.19380084
0.6362013,1.6763927,0.04800637,-0.6073079,0.65171623,-0.75273466,-1.821817,0.7514965,1.1341745,0.84984535,-0.52889913,1.0,0.0
0.9371053,3.214767,0.71541303,-0.26614714,2.4002008,-1.2571306,0.12468468,1.1171952,-0.06796048,0.44521663,-1.1049558,0.3237909,0.87531364
-0.25960097,-0.4939956,-0.04936688,-0.97236925,-0.33399284,-0.57677686,0.10029678,-0.46887532,-0.6865993,0.33190504,-0.6395769,0.16751014,0.81993514
-1.2915359,1.2169,-0.8074282,-0.7259635,0.2016195,0.87963396,1.4073013,-0.62800825,0.44973275,-0.25921106,-1.2034311,0.0,1.0
0.11879337,-0.033153985,1.7685364,0.0011308901,-0.17907014,-1.4367505,0.92232615,0.013312412,-0.25662223,0.74005085,-0.07853056,0.07053795,1.0
-0.26466912,0.50309986,-1.7054054,0.15750128,-0.12239595,-0.2985261,0.56477094,-0.010802255,-0.32000634,-1.5220662,-0.93947,0.0,0.56851107
-0.06273423,-0.18321404,-0.08568187,-0.17160174,-0.6907249,-1.5386337,-1.1089131,-1.3387301,-0.9437265,-0.65027565,1.4282349,0.0,0.8767975
-1.0065691,-0.3870018,1.1542464,2.0966465,0.5991213,-0.4256126,2.0468314,1.2243472,-1.0916271,1.5731554,-1.0279382,0.0,1.0
0.37843165,0.4377346,1.6815501,0.10484387,-0.7280943,-0.9029682,0.26761544,0.1698897,-0.45806506,0.35716173,0.09302318,0.096453466,1.0
0.608861,-0.15854856,0.32225284,0.042027216,-0.21316835,-1.3356185,-0.30741656,-0.3426866,-0.9313608,-0.6334373,0.42698067,0.0,0.7294936
-1.4963208,-1.0021362,-0.23587313,-0.97236925,-0.14640522,-0.056515466,1.5826851,-0.39394143,2.7518206,-0.7729144,-0.014836127,0.058868714,1.0
0.6945818,0.049733423,-0.39875343,0.19616917,-0.34669474,-1.3314363,0.0033273138,0.23640785,-0.86784965,-0.9855549,-0.8991052,0.0,0.92067856
-0.86068213,2.5058203,-1.9338813,-0.43761376,0.7991927,-0.93810004,-1.8718446,0.11275824,1.7180799,-0.66639876,-0.21415547,1.0,0.0
-0.3360418,3.012748,-1.8677856,-0.97236925,-0.39926985,-1.1941942,-1.8718446,-0.026175503,1.2900987,-0.21771252,-0.5345582,0.8481659,0.0
-0.53186196,0.6315227,-0.8697681,-0.6415132,1.093446,-1.1428919,0.20733525,-0.038258635,0.808392,0.09228133,-0.5169911,0.0,0.7479158
1.1610291,-0.19591622,0.011906784,-0.5927735,-0.29615247,-0.6946407,-0.15703951,-0.20199695,-1.1854011,-0.5697502,-0.6165137,0.0,0.88245595
0.109265134,2.0030315,-1.9669554,-0.9511383,-0.08083448,-0.8584097,-0.8994138,0.111555524,1.4511334,-0.31682035,0.056028053,0.4827542,0.26341513
