numeric__fixed acidity,numeric__volatile acidity,numeric__citric acid,numeric__residual sugar,numeric__chlorides,numeric__free sulfur dioxide,numeric__total sulfur dioxide,numeric__density,numeric__pH,numeric__sulphates,numeric__alcohol,categorical__type_red,categorical__type_white
-1.4372051,-0.54529655,0.6660122,-0.3365735,-0.65332806,-1.1657519,-0.76079744,-1.5922731,0.109600686,-0.24120034,1.7749296,0.0,0.7168169
2.657738,0.075138345,2.6511338,0.35961315,0.41633788,-0.14973359,-0.4865705,0.5501192,-1.6989262,0.3045594,-0.6999212,0.12624991,1.0
-1.0028893,-0.15674584,-0.88797027,-0.97236925,0.04742826,-0.26449478,0.11192672,-1.3062971,-0.4300209,-0.4197178,-1.3293976,0.0,0.90088296
2.2468307,0.004116362,2.8018205,0.7774552,-0.93371063,-0.34806162,-1.8718446,-0.63283247,-2.183889,-0.83807474,0.2534685,0.0,1.0
-0.05624322,-0.3009903,-0.32490718,-0.17290585,-0.042175673,-1.5386337,-0.7828861,-0.5731131,-0.838901,-0.91819894,-0.294425,0.2609466,0.69677114
-1.2030225,0.66803986,1.1649251,2.1173427,-0.37770203,0.58382326,1.3524175,1.1627402,-0.41555333,-1.3707824,-1.7593788,0.0,1.0
0.71844524,-0.5116724,-0.65981734,-0.97236925,-0.8889712,0.62206143,-0.8035876,-0.95067966,-0.7474715,-0.9933214,-0.4771725,0.0,1.0
-0.622627,-0.2749571,0.03380619,0.4053478,-0.42738947,-1.1582559,-0.09115809,0.103702635,-0.37138247,-0.015132446,-0.5280976,0.0,0.86682194
-1.0073382,-0.6859735,-0.75900817,-0.72477084,-0.10993181,1.0824842,0.21837689,-0.5228749,0.89907956,-0.5306726,-0.5314586,0.0,0.9611424
0.08474571,2.8701513,-2.1307018,-0.5511661,0.6597799,-1.5011021,-1.8718446,-0.45745224,2.4345233,0.25764307,1.8658206,1.0,0.0
0.6523422,2.8829832,-1.3689607,-0.40144113,0.30662933,-1.001829,-0.953914,-0.15685101,0.35838553,-1.6747506,0.72731745,0.5733401,0.22389688
-1.6213418,0.021435028,-0.44279277,0.8534454,0.30752924,1.1506106,1.4867613,0.33111724,-0.54002017,0.64826584,-1.230897,0.0,0.8109973
-1.0953866,-0.08887865,-1.1107591,-0.77379745,0.046342272,-0.8608633,0.7211714,-0.37098235,0.4390756,-0.77565575,-1.7593788,0.0,0.9314466
0.17747718,-0.25992548,0.4302822,-0.24172108,-0.5120117,-1.2181939,-0.82956195,-0.39421016,-0.8337275,0.049467657,-0.09705269,0.0,1.0
-0.7316605,1.254415,-2.1767468,-0.2821835,0.4656621,-1.5386337,-1.3397987,0.27472168,-0.007049962,-0.44266945,-1.1947197,0.42940223,0.59861696
1.12522,-1.0442101,0.41166747,-0.75083685,-0.12815452,-1.5386337,-1.106085,-0.08937244,-0.86275196,-0.75934684,-0.29233372,0.0,0.9860601
-0.49620956,-1.0442101,0.07139927,2.028053,2.7016795,2.8672416,2.317571,1.7156378,-0.15668805,1.2781731,-1.7593788,0.0,1.0
1.8969784,0.04622021,1.8085209,0.47981703,-0.93371063,-0.007897725,-0.11071187,0.9144999,0.0533197,-1.3946699,-0.82951236,0.0,0.66653514
-0.8341671,-0.515596,0.4176379,0.03977202,-0.3482084,-1.5386337,-0.78009146,-1.116326,0.25295755,-0.28363192,1.2144,0.0,0.88487864
-1.7832811,-0.9610079,-0.8552615,-0.2435434,0.31918964,1.6135765,2.067354,0.07305406,2.2191322,0.6198093,-0.7340727,0.0044227475,1.0
-1.620645,1.2140949,-1.5970194,0.40055847,0.104204714,-0.4139197,1.4692105,0.47441378,0.3969248,-0.51751786,-0.82671046,0.25897434,1.0
-0.72413146,-0.2154737,-1.1389061,0.14747353,1.3409994,-0.90730083,-0.7146255,0.31404948,1.6072828,1.1258732,-0.20313631,0.4152954,0.3378095
-1.0045497,-1.0299256,0.29007712,1.1324092,1.3552576,2.6264234,1.6217499,0.79555833,0.36890915,0.053448524,-1.2023461,0.0,1.0
1.2660525,0.5674839,0.3797758,-0.4419788,-0.510119,-0.85268563,-0.61711913,-0.3557634,-1.1037537,-1.6747506,0.077113196,0.0,0.8564565
-0.24312505,-0.38831395,-0.5706591,-0.07555455,-0.52410024,-1.1026584,-0.90089446,-0.4299379,0.5136364,0.1323671,0.17497386,0.0,0.60105115
-0.39110664,1.4730041,-0.9699772,-0.6005582,-0.57028896,-1.4919461,-0.07153162,-0.07397996,-0.39389977,-0.9244886,-0.25414872,0.0,1.0
-0.17501049,0.026815597,-0.4238843,-0.003386946,-0.08457065,-1.1596256,-0.32278624,0.4170084,0.27904037,-0.8877615,-0.47579938,0.18086301,0.70752597
-0.40372288,3.3954809,-2.1915398,0.6236907,1.1681588,-0.8743279,-1.8718446,1.2249972,1.558353,-0.40583885,-0.16325897,1.0,0.0
-1.1327686,0.32966548,-0.5330963,0.34895265,-0.93371063,-1.1253515,-0.6421934,-0.51253533,0.5079352,-1.0312364,0.88873094,0.0,0.5828369
-0.70677274,-0.3782823,-0.24992032,0.015482952,-0.16508184,-0.75301653,-0.6580303,-0.2583645,-0.4019975,0.6564509,0.4768604,0.16806068,0.36599007
2.288288,4.7222033,-2.1915398,-0.81194174,2.192768,-0.98210776,-1.8718446,1.7367737,2.5261207,0.40604603,0.113298,1.0,0.0
-0.02277957,-0.058038805,-0.8624397,-0.97236925,-0.09257236,-0.6616451,-0.10357471,-0.31003776,-0.6753188,-0.45503318,-0.925817,0.11291427,0.86485195
1.0581753,1.0505918,-1.0806271,-0.97236925,-0.20505999,0.15933271,-0.75908965,-0.34056655,-0.7367737,-0.2622941,0.023767889,0.5648974,0.24873099
0.058956347,3.1386518,-2.0271075,-0.8041903,0.16379242,-0.84596384,-1.1714238,0.25477108,0.7723526,-0.2692427,0.4841442,0.81346923,0.3649621
0.8883721,1.7224358,-0.862492,-0.4800981,0.30003363,-1.4483086,-0.9437657,0.62189376,0.4943426,0.80397844,-0.27045095,0.6959619,0.039595097
-1.8776025,0.7960377,-1.9236653,0.48863426,-0.028783962,-0.32846236,1.1247962,-0.42337528,0.94668806,0.012333848,-0.5985135,0.0,1.0
-0.15391892,-0.096357256,-0.7065101,-0.97236925,-0.60122603,-0.3578605,0.041335903,-1.0327783,-0.3035047,-1.1301997,-0.9125921,0.0,1.0
-0.6853561,-0.44919804,0.79848915,1.6060619,-0.5906958,2.6033895,1.4256581,0.7096429,-0.27384582,-0.5461751,-0.6199088,0.0,0.9428112
-1.4193993,-0.07033153,-1.3699841,0.20793836,0.13137367,-0.14639091,0.67673945,0.13687733,0.7876407,1.0799731,0.08596756,0.0,0.6036823
0.18006507,-0.36187315,0.4612981,0.6900294,-0.60205287,0.81693137,0.60202026,0.3333621,-0.18413173,0.19036263,-1.0172123,0.054495018,0.825187
-0.3477839,1.8553153,-0.2000727,0.2364801,-0.2125926,-1.4472872,-0.06596499,0.09467329,0.5481407,0.60644495,0.38583308,0.25280213,0.84124607
-1.8776025,-0.15771633,-0.39961207,1.8841423,0.19925879,3.3301504,1.9908992,0.95118076,0.683681,-0.63249177,-1.4353211,0.0,0.7090656
0.9110497,1.7781427,-0.7946579,-0.72022784,0.8188172,-0.8518798,-1.8718446,0.7162238,1.8626734,-0.30403763,-0.31585425,1.0,0.0
-0.2990425,1.9927636,-2.1915398,-0.2677595,0.015266173,-1.2459716,-1.5279533,0.68765014,0.6141326,-0.8988204,-1.2142146,0.2800023,0.6775011
1.1418879,-0.23971492,2.0003467,1.3172249,-0.09881151,1.3374293,0.50897413,0.7542206,-0.92597604,-0.7346391,-1.0879798,0.0,0.85498035
-1.092398,3.0835783,0.08294375,-0.97236925,-0.93371063,-1.2575109,0.2372632,-0.65798795,2.237773,1.1543645,1.8658206,0.30343017,1.0
2.32222,1.7485996,0.5423611,-0.8075157,0.23977454,-0.15975109,0.006030361,0.3007437,-1.042276,-0.31095374,-0.602537,0.082449354,0.9248948
1.9321734,-0.36179683,0.39319214,1.264056,1.1067152,-0.42628115,0.36989418,1.6731358,-1.6851627,-0.0018739626,-1.4512899,0.0023182342,1.0
0.40340063,1.554653,-1.6826549,-0.40770763,0.26083767,-1.3919134,-0.30686605,0.074092105,-0.97800684,-1.1799549,-1.087089,0.0,0.9451174
-0.1818375,0.25837556,-0.013948789,-0.03468524,-0.71513575,-1.5089121,-0.4090863,-0.48336574,-1.1528957,0.49359196,0.7133476,0.0,1.0
0.9209519,0.20211059,0.70286185,-0.28400415,-0.17886865,-0.84499145,-0.22949961,0.05480726,-1.0095868,-0.3776282,-0.2365669,0.0634582,0.7068893
0.02966926,0.69622636,0.1266686,-0.3847786,-0.81561047,-0.19013761,0.37901527,-0.32552215,-0.5855155,-1.6747506,-1.5245489,0.0,0.8778941
-0.9724964,0.42708153,-1.7653928,-0.27830744,-0.54459065,-0.74186325,-0.42138726,-0.2807321,0.19368666,-0.36909676,-1.2875752,0.0,0.78292274
1.5756242,-0.22827028,1.497064,0.4860832,-0.45200896,-0.09531699,0.07176863,0.9963227,-0.94579774,-0.7600655,-1.1082546,0.0,0.7479444
-0.4286321,-0.66736573,-0.83781755,0.0031492412,0.4573157,0.35525948,0.5253721,0.5049075,-0.40999308,0.77939653,-1.180034,0.0,1.0
-0.53143865,-0.9253425,-0.60164976,2.1267874,0.0108307935,1.5791651,1.4130387,1.07031,-0.65506905,-0.40228075,-1.7554612,0.031764753,1.0
0.62802744,2.0681748,-1.8221698,-0.9712326,0.6981719,-1.094107,-0.76772046,0.339157,0.57506436,0.40133148,-0.50696474,0.58417714,0.43733132
-0.9252593,1.6459144,-1.1919912,-0.63147587,-0.43703163,-0.5136405,0.15584426,-0.23526374,-0.7608082,-0.4716552,-0.69894254,0.0,0.656306
-0.05685059,-0.03437942,0.635203,-0.17032562,-0.68509406,-0.0048012063,0.23138128,-0.4860159,-0.02097187,-0.23558955,-0.3203829,0.003148743,1.0
0.25786644,1.8383477,-1.0180964,-0.700848,0.486182,-1.0971758,-1.2256422,-0.039011244,1.603428,0.3443511,0.5882757,1.0,0.0
0.6113725,2.5154073,-1.3108127,-0.97236925,3.3754134,-1.3739178,-1.8718446,0.93113095,2.7518206,2.2838242,0.37938946,1.0,0.0
-1.4856063,-0.5064616,-1.3887935,0.06632711,-0.015792243,-1.5386337,-0.7065485,-0.6541282,-1.0216371,-0.868791,-0.9072712,0.073531315,1.0
-0.86226255,2.1773741,-2.1915398,-0.97236925,-0.37486297,-1.3705037,-0.39462242,-0.22517163,0.66845924,-0.52944577,-0.97890973,0.10838491,0.5287568
-1.0177487,-0.37615272,0.23616548,0.4238584,-0.1538407,0.54646236,0.47131318,0.48636642,0.6861466,-0.8519305,-0.8036675,0.05709695,0.70402384
0.2743321,-0.6604333,-0.96029735,-0.098949425,0.41925856,-1.5386337,-0.83112,0.18271667,-1.1491511,0.6829098,-1.1716566,0.0,0.7640695
1.0139307,-0.87397885,1.4712238,1.8532059,-0.046887778,-0.056246772,0.5965172,1.7367737,-1.0426354,0.1523028,-1.7593788,0.1487163,0.8769685
-1.0349102,2.23752,-2.1915398,-0.019320635,0.21773568,-1.341313,-1.7131082,0.18049707,0.6244316,-1.3771462,-0.19961382,0.3288737,0.5241208
-0.29974,0.41760725,1.2052945,-0.91868097,0.027381968,-1.1255213,0.083563164,-0.9465164,-0.53266054,-1.6747506,0.062023,0.0,0.7797387
0.40374267,-0.38853854,-0.2195153,0.015541949,0.07154402,-1.3818011,-1.3496114,0.26879176,-0.29491383,0.2876824,-0.644908,0.23236473,0.28884488
-0.14963868,3.3914087,-2.1915398,0.44874325,0.5034962,-0.95552266,-1.6784513,0.39517385,0.93200064,-0.1854055,1.0148555,0.5083443,0.12797229
1.3216377,-0.25583735,2.8018205,1.1915238,0.83203626,1.2621,0.26765236,1.3935305,-0.15878886,1.3614374,-0.47972572,0.43684337,0.80348295
0.1850633,2.0028422,-2.1915398,-0.48169506,0.39405218,-1.440047,-0.81629896,0.713966,-0.06449467,-1.1132551,-1.5953503,0.5732326,0.6645492
-1.8776025,-0.5110862,-1.2736267,0.81336904,0.45875436,2.4194608,2.317571,0.62313783,1.2159683,-0.43073016,-1.7593788,0.0,1.0
0.97800833,0.11272773,0.83537275,-0.7726333,0.9337534,-0.7446058,-0.19237693,0.26519594,-0.5102547,0.80887616,-0.5427128,0.0,0.7345693
-1.3607079,1.4853203,-1.9778559,1.3562248,-0.5651227,-1.120242,-1.7340658,0.24143839,2.0951843,0.5348684,1.8658206,0.76940614,0.47043866
-0.377305,2.1443489,-0.49393752,-0.12710689,-0.38703796,-1.5386337,-0.040420845,-0.20151404,-0.4429525,-0.47643292,-0.3302855,0.20622839,1.0
-1.3287069,-0.62327963,-1.1238554,1.5654016,0.36081773,1.5990802,1.9597018,0.80905885,-0.2872393,0.7040877,-1.7500521,0.0,1.0
-0.048462458,1.8446339,1.3479865,0.44035485,-0.13641663,0.58679986,1.1979336,0.67323923,-0.64155567,-1.6747506,-0.91714734,0.0,0.6488084
-1.7591972,0.21001655,-0.92672384,-0.463436,-0.5137901,-1.5386337,-0.43405342,-1.209077,0.27970877,0.425583,0.5099332,0.15073024,1.0
0.9821975,4.1325626,-1.9011036,-0.97236925,1.6927054,-1.5386337,-1.8718446,0.746328,0.73611814,0.34865534,-0.75528616,1.0,0.0
-1.205886,-0.4967816,0.48336545,1.370103,-0.015819456,2.453028,2.317571,1.374313,2.038716,-0.14342868,-1.1003503,0.0,1.0
1.2072399,1.695344,-1.8560601,-0.97236925,0.088997364,-0.687919,-1.3785352,0.05748283,0.4110662,-1.3171388,-0.64283955,0.3896088,0.8054839
0.1014528,-0.3745114,-0.4688706,-0.97236925,-0.14184295,-0.775869,-0.81569546,-0.48528996,-0.5580738,-0.90865767,-0.51526207,0.32365566,0.881159
-1.0707382,0.8266385,-0.11470196,-0.1199136,-0.6683822,-1.0873996,0.1871247,0.0650994,1.2672399,-0.6101716,0.60703236,0.0,0.59486455
0.17504898,2.6382048,-2.1915398,-0.774291,-0.38062587,-0.9061831,-0.92054343,-0.1116443,0.83592933,-0.61270624,-0.027418736,0.42766884,0.78128946
-0.97777724,2.065738,-1.5285225,-0.30317637,-0.1690377,-1.1887628,-0.008791553,-0.41422778,0.27164993,-0.41471565,0.28917348,0.10756279,0.44033337
-0.38297075,-0.22961247,-0.48933557,-4.987605e-05,-0.3274606,-0.68556786,-1.1319119,-1.0825859,-1.3611543,-0.6711089,0.8853808,0.22861636,0.98723954
-1.024032,1.6293468,-1.304456,-0.97236925,0.54362756,-0.914626,0.23113173,0.21492213,-0.40052563,-1.4200661,-1.7593788,0.0,1.0
-0.65525514,-1.0442101,0.038110264,1.0848744,0.87937754,0.18361498,1.1566696,0.75171304,0.37259904,0.973758,-0.8012096,0.022140892,1.0
-0.8995529,0.42766526,-2.1083202,-0.27372247,-0.035036687,-0.122594245,-1.4393889,0.17134601,1.791282,-0.08207753,0.646928,0.75609,0.17801687
-1.8776025,-0.41803527,-0.66332453,0.34962565,0.83541614,0.41808033,0.19072984,-0.38611832,0.98973125,2.0120595,1.7640738,0.01173088,0.40898123
1.4696726,-0.64658815,0.25905406,-0.7545123,-0.8022193,-0.9827288,-1.4183633,-0.831039,-1.4557432,-0.53499997,0.38147527,0.0,1.0
0.76168644,0.37635764,0.06906243,-0.3127424,1.6433586,-1.2539624,-0.76316035,0.7451062,-0.63728046,2.2838242,0.79596514,0.5612312,0.09735055
-1.7984656,-1.0442101,-0.42224163,0.022778999,1.2642937,-0.4388901,1.3180174,0.37910295,1.3516606,1.3541924,-0.035750724,0.0,0.7830627
-0.7832314,-0.48925984,-0.68743163,0.3062159,-0.93371063,-0.7030193,0.12411873,-0.2683487,1.1297618,1.1791505,1.2465305,0.15303817,0.7248782
-0.24772622,-0.028894808,0.46338964,-0.03391084,-0.38822877,-1.5309268,-1.0716977,-1.1293645,-1.3977808,-1.5099819,-0.28625178,0.0,0.979714
0.18380761,1.4412454,-0.51222986,-0.21361475,-0.8024143,-1.0996591,0.06710913,0.19279045,0.32674262,-0.94971216,0.36042738,0.0,1.0
-1.4179595,0.074243456,-1.0606971,0.53929704,-0.50802076,-0.9907837,-0.725046,-0.4723312,1.0534028,0.10433948,1.5553235,0.23204564,0.42621982
-0.15451829,0.0762958,-0.49987727,-0.03448991,0.30306053,-0.8648498,-0.11280519,0.27555805,-0.49967372,-0.15015773,-0.84148854,0.0,1.0
0.23799431,2.3850083,-0.0043158047,0.429613,-0.93371063,-0.6053021,0.9330639,0.38138187,0.11081214,-0.4307412,0.67583495,0.0,0.66459614
-0.7738137,-0.4255675,-0.6313276,-0.2560106,0.08895044,-1.4733219,0.5936001,-0.6260348,-0.14097814,1.6832651,0.3265223,0.0,1.0
-1.321959,0.06967846,-0.71214384,0.33899137,-0.28812596,-0.7607091,-0.9971414,-0.5403764,0.7082786,-0.57897854,0.7484498,0.19812186,0.6169551
0.38560596,0.24525608,2.2898855,2.0595915,-0.7979082,0.630263,1.2271768,0.9450635,-0.23976217,-1.6747506,-0.6306431,0.0,0.6436144
-0.22036105,0.268953,0.6436855,-0.88328594,-0.466391,-1.5386337,0.11947426,-0.52074295,-1.1516324,-0.9944006,-1.289002,0.0,1.0
0.16745713,3.5499203,-2.1915398,-0.91005665,0.19632156,-1.5386337,-1.8718446,0.081529036,1.3599212,0.1251747,0.13523147,1.0,0.10543667
-0.2668568,-0.29388368,0.18726839,-0.052614532,-0.050087824,-1.489024,0.5320136,0.110733315,0.558277,-0.25520593,-1.3050587,0.0,0.6803514
-0.20461503,2.9986935,-1.5441133,-0.28921062,-0.42301783,-1.4305614,-0.34789023,-0.19903922,2.1117516,0.52763045,1.8658206,0.49655604,0.5521681
-0.38276905,0.52725357,-1.2051235,-0.44813815,-0.38815778,-0.21117076,-0.84210306,-0.445597,1.5309966,0.17177634,0.19661073,0.5920978,0.49057293
0.20559926,0.7233677,0.6315246,0.022782832,0.25056043,-1.2122504,-0.6020537,-0.4003072,0.80148995,-0.8268778,1.0283903,0.3636499,0.30315453
-0.5274448,0.55067754,-1.0231193,-0.48088616,-0.1610983,-1.5386337,0.4003954,-0.16308735,0.36744943,-0.40078723,-0.21124583,0.0,1.0
-0.72063535,-0.82855505,0.6147474,0.15208663,0.15144233,1.266603,2.134005,1.3074366,2.7190242,0.9045684,-1.7593788,0.02324415,0.8085934
-0.37283158,-0.36151615,-0.2455218,-0.23529357,-0.5242894,-0.9509949,-0.92269254,-0.86480254,-0.09172797,-0.25154632,0.9159251,0.0,0.25590152
-0.69345456,-0.013477206,-0.1997112,-0.32950526,-0.7083864,-1.5386337,-1.0870364,-1.5003747,-1.2927794,-0.9384785,0.5317402,0.0,1.0
-0.2600198,0.41421455,-1.5286175,-0.97236925,-0.7250768,-0.6784371,0.19216363,-0.2616005,-0.28528315,-1.6523886,-1.7187349,0.27521148,1.0
-0.48586133,-0.8069212,-1.8526697,-0.97236925,-0.58679944,-0.37567294,0.24006706,0.12978928,2.031672,-0.4335783,-1.4736832,0.0,1.0
0.2870324,-0.17243998,0.751073,-0.47096878,-0.6109544,-1.0950284,-0.73268205,-0.4234638,-0.33112,0.17203811,0.29323173,0.32239443,0.59321064
-0.9112457,1.0874294,0.15131575,0.5887167,-0.7636548,1.1439184,1.1460854,0.030285643,-1.0364684,-0.47575492,0.0012465566,0.0,0.5256604
-1.1072257,0.42482325,0.25181106,0.2877933,-0.2575866,-0.30194396,0.77159995,-0.07356362,-0.10080286,-0.886848,-0.8664309,0.0,0.55314314
-0.341425,0.13824868,-0.3504777,-0.7431537,-0.32316527,-1.1266876,-0.47509646,-1.2280465,-1.3783325,-1.4244088,-0.48002833,0.0,1.0
-1.1705761,-0.5133411,-0.06649846,1.041108,1.4970945,0.55933285,1.2643144,0.64836174,1.2655017,2.2838242,0.46325463,0.0,1.0
-1.2358192,0.29811984,-0.30133492,1.1292251,-0.42186967,0.33587748,1.476616,0.8655697,-0.11220194,-0.50301266,-1.7593788,0.0,1.0
-0.42711392,2.8202825,-2.1915398,-0.8631879,0.07756916,-1.414996,-1.1976768,-0.20058449,0.5342902,-0.91321886,-0.91279596,0.23043707,0.2951654
-0.5031733,0.53432137,-1.1914425,-0.09944557,-0.34468496,-1.1127895,-0.07360575,-0.07370345,0.56337297,-0.48289108,-0.08927553,0.1022163,0.61398584
-0.63197505,0.9293977,-1.7930766,-0.97236925,-0.21450517,-0.7910199,-0.57461864,-1.2429968,-1.0859218,-1.5710489,-1.575221,0.0,0.7112274
-0.40618438,-0.5375084,-1.2535642,-0.23162617,-0.010753041,-0.8840183,0.13460374,-0.05724955,-1.2936369,0.029811546,-1.7354462,0.118109055,0.96698266
0.11895544,-0.011029242,1.5068554,0.7806253,-0.6824559,0.6317135,0.5552763,0.7458186,0.24374408,-0.52321094,-0.36513793,0.0,0.33082387
-1.3271904,-0.09831883,-2.1033363,0.32202202,-0.5949339,-0.31439197,-0.014262859,-0.3473077,0.37999704,-0.22084138,-0.81635845,0.0,1.0
-0.20647724,0.413128,0.7123876,-0.30010438,-0.29315737,-1.3256575,-0.46316066,-0.6531199,-0.95582074,-1.6747506,0.040273957,0.0,0.7380614
-0.7678028,-0.10807727,-0.5996943,-0.43071976,-0.65271807,-1.2349926,-0.4654092,-1.0496017,-1.1412672,-0.4606735,0.18647069,0.0,1.0
0.71213835,0.8531746,-0.2865041,1.9772825,0.1947196,1.2659855,1.3680158,0.3242695,-2.183889,0.62083375,-0.30899054,0.0,1.0
-0.6273765,0.92653966,-2.1915398,-0.18017742,-0.5165441,-1.2207234,-0.5101892,-0.36243874,-0.5464931,-0.8646883,-0.47396868,0.0,1.0
-1.8776025,1.2904282,-2.1915398,0.14115795,0.27787468,-1.258965,-0.8112364,-0.37396178,0.9055101,-0.51209855,-0.18550818,0.17254175,0.91857177
0.20016862,-0.57540566,0.43653998,-0.06882437,-0.6889027,-0.79613966,-1.1009091,-0.12900828,0.8877916,0.13895184,0.2768762,0.22455129,0.42433527
1.4125656,4.7222033,-2.1915398,-0.97236925,2.059026,-1.5386337,-1.8718446,1.1613253,2.6058176,0.87037194,0.44398677,1.0,0.0
-1.1590481,-0.36866722,-1.1916064,-0.22548321,-0.105161265,0.4970594,1.1020249,-0.41826722,-0.0054133288,0.098969184,-1.7593788,0.0,1.0
-0.38694057,0.20120019,-0.9216089,-0.59631455,-0.35371855,-1.2916764,-0.30179352,-0.6729329,-0.583773,-0.4076851,-0.4559753,0.0,0.91515446
-1.8776025,-0.61222214,-1.1520892,2.1267874,0.19822249,0.71942186,2.13111,1.2086754,-0.5027223,-0.17625846,-1.7593788,0.0,1.0
0.40207577,1.2472345,-2.1488595,0.094435826,-0.6332994,-1.5386337,-0.9856502,0.0072438885,-0.8589162,-0.63664985,0.3389868,0.35714507,0.74674726
-0.12206624,0.99137276,0.41728023,-0.25116086,-0.13160922,-1.2339623,0.5786517,-0.045514267,-0.47806153,-1.4519757,-0.7043758,0.0,0.64904714
-1.8776025,-0.37542355,0.035325103,0.25911757,0.22660273,2.6041844,0.50777507,-0.2874873,1.5637131,2.1173694,0.94234,0.0,0.90535295
-0.880875,1.0852855,-1.5460079,2.1267874,-0.93371063,0.977553,1.6847591,0.95448244,-1.3588266,-0.7655395,-0.5924425,0.0,1.0
1.9478751,0.51779824,0.896165,-0.743654,1.661482,-1.4931098,-0.27633202,1.6053863,-0.2591268,0.3644613,-1.1610428,0.65782094,0.67989904
-0.051503032,-0.34995356,-0.062251106,0.12815973,-0.24919863,-1.5386337,-1.0116497,-0.51831794,-0.73216504,-1.1466901,0.45719528,0.17727737,0.75242364
0.5008913,0.8551919,-1.6442972,-0.10379745,1.5957048,-1.4097693,-1.8718446,0.6856407,1.8149314,1.0142603,0.99442524,1.0,0.0
-0.12807152,0.39056915,1.6462165,2.0630026,3.3116953,1.2578292,1.9197987,1.7367737,-0.96508306,1.2071465,-0.9877173,0.0,1.0
0.36275223,0.0067420406,-0.6607818,-0.4037439,-0.93371063,-0.23680216,-0.5421104,-0.76711184,-1.9164244,-0.6994738,0.3254606,0.0,0.89256436
-0.6865741,-0.5656825,-0.75102353,-0.40223578,-0.0026238468,-1.5386337,-0.72297096,-1.2958894,-1.3350863,-0.9847665,-0.47257948,0.0,1.0
0.67289263,2.1217754,-1.2927052,-0.6219286,0.27998018,-1.4255131,-1.336361,0.4412437,0.973434,-0.15428895,0.23551367,0.44102517,0.26088288
0.1387207,-0.03258089,-0.785478,-0.79776937,0.03170625,-0.89879483,-0.22403342,-0.30748674,-0.7075201,-0.15341221,-0.7535067,0.16061673,0.7313046
-0.44284683,0.4124891,-1.3112651,-0.5900512,-0.7963805,-0.8266567,-1.0636451,-0.7074541,-1.6204683,-0.41390944,-0.018975168,0.0,1.0
-0.21913102,0.38128552,-0.72913677,-0.14951245,-0.37213236,-0.8388963,-0.006824308,0.123383015,-0.84891295,-1.0693029,-0.28569245,0.0,0.75210077
3.3844666,4.7222033,-1.8890299,-0.67011493,3.3326285,-0.563558,-1.8718446,1.6138762,0.3234265,-0.045183852,0.10892384,1.0,0.0
